"queryCost","latitude","longitude","resolvedAddress","address","timezone","tzoffset","days__datetime","days__tempmax","days__tempmin","days__temp","days__feelslikemax","days__feelslikemin","days__feelslike","days__precip","days__precipprob","days__precipcover","days__preciptype","days__preciptype__001","days__preciptype__002","days__snow","days__snowdepth","days__windgust","days__windspeed","days__cloudcover","days__visibility","days__uvindex"
"","","","","","","","2023-02-09","63.4","45.9","55","63.4","43.1","54.4","0","0","0","null","","","null","null","26.4","16","87.9","9.9","3"
"","","","","","","","2023-02-10","64","48.6","57.5","64","43.8","56.7","0","0","0","null","","","null","null","33.7","21.2","70.4","9.9","6"
"","","","","","","","2023-02-11","50","39.7","45.1","49.4","32.9","41","0","0","0","null","","","null","null","28.5","17.7","80.9","9.9","6"
"","","","","","","","2023-02-12","41.7","37.8","39.6","41.7","28.2","34.6","0.807","100","62.5","","rain","","null","null","29.8","18.1","91.3","8.3","1"
"","","","","","","","2023-02-13","57.5","37.2","46.8","57.5","30.4","43","0.023","100","12.5","","rain","","null","null","22.7","15.8","62.2","9.9","6"
"","","","","","","","2023-02-14","59.1","37.2","48.1","59.1","33.8","46.6","0","0","0","null","","","null","null","null","10.2","56.6","9.9","6"
"","","","","","","","2023-02-15","68.1","48.7","56.3","68.1","43.4","54.5","0.011","100","4.17","","rain","","null","null","29.8","16.8","82.3","9.9","6"
"","","","","","","","2023-02-16","62.9","46.9","54.6","62.9","43.5","54.2","0.137","100","20.83","","rain","","null","null","null","11.2","90.3","8.8","2"
"","","","","","","","2023-02-17","62.9","35.9","51.4","62.9","24","48.3","0.679","100","29.17","","rain","","null","null","45.5","25.2","88.9","8.6","1"
"","","","","","","","2023-02-18","46.8","28.8","36.8","43.4","17.8","29.7","0","0","0","null","","","null","null","34.6","21.1","31.6","9.9","6"
"","","","","","","","2023-02-19","60.8","37.5","48.7","60.8","32.3","46.1","0","0","0","null","","","null","null","31.5","20.1","64.6","9.9","7"
"","","","","","","","2023-02-20","57.1","47.7","52.3","57.1","44.2","51.5","0","0","0","null","","","null","null","null","12.6","86.6","9.9","3"
"","","","","","","","2023-02-21","63.8","45.6","54.2","63.8","44.7","53.9","0.011","100","4.17","","rain","","null","null","27.7","15.7","72.6","9.9","6"
"","","","","","","","2023-02-22","53","43.1","48.5","53","39","47.3","0.019","100","4.17","","rain","","null","null","null","12.3","86.9","9.9","4"
"","","","","","","","2023-02-23","80.6","45.6","57.1","79.7","42.5","56.4","0","0","0","null","","","null","null","19.7","10.8","53.3","9.7","7"
"","","","","","","","2023-02-24","65.5","41.8","54.6","65.5","34.6","52.8","0","0","0","null","","","null","null","45.7","27.6","44.2","9.9","7"
"","","","","","","","2023-02-25","39.3","33.4","36.5","36.8","26.8","31.3","0.011","100","4.17","","rain","","null","null","17.2","12","92.2","9.2","2"
"","","","","","","","2023-02-26","52.9","36.9","44.2","52.9","32","41","0","0","0","null","","","null","null","21.9","13.5","67.3","9.5","7"
"","","","","","","","2023-02-27","51.1","37.3","45.6","51.1","34.1","43.3","0.162","100","16.67","","rain","","null","null","25.3","12.8","80.9","9.7","5"
"","","","","","","","2023-02-28","62.7","40.9","48.7","62.7","37","46.5","0.108","100","8.33","","rain","","null","null","19.7","14.7","70.5","9","7"
"","","","","","","","2023-03-01","56","38.9","48.1","56","37.1","46.9","0","0","0","null","","","null","null","null","15.9","40.7","9.1","7"
"","","","","","","","2023-03-02","65.8","47.8","55.3","65.8","45.7","54.8","0.052","100","12.5","","rain","","null","0","20.8","12.5","86.1","9.8","4"
"","","","","","","","2023-03-03","51.9","40.9","45.3","51.9","34.2","40.6","0.218","100","45.83","","rain","","null","null","24.2","15.5","90.9","8.2","1"
"","","","","","","","2023-03-04","57.7","40.9","49.3","57.7","37","46.8","0.074","100","4.17","","rain","","null","null","43.7","27.3","53.7","9.9","7"
"","","","","","","","2023-03-05","64.7","37.1","50.4","64.7","33.8","49.5","0","0","0","null","","","null","null","32.5","20.5","20.7","9.9","7"
"","","","","","","","2023-03-06","57.8","39.9","48.6","57.8","37.6","47.5","0","0","0","null","","","null","null","null","9.8","53.6","9.9","7"
"","","","","","","","2023-03-07","54.8","42","46.7","54.8","33","41.9","0","0","0","null","","","null","null","44.2","26.5","46.5","9.9","7"
"","","","","","","","2023-03-08","52.9","34.9","43.8","52.9","24.9","37.7","0","0","0","null","","","null","null","34.1","21.5","15.3","9.9","7"
"","","","","","","","2023-03-09","55.8","36.9","45.9","55.8","28.8","42.4","0","0","0","null","","","null","null","20.5","12.6","35.5","9.9","7"
"","","","","","","","2023-03-10","46","40.8","43.7","43.6","37.1","40.3","0.149","100","29.17","","rain","","null","null","null","10.3","90.7","8.7","2"
"","","","","","","","2023-03-11","47.7","38.7","42.7","41.2","28","34.8","0","0","0","null","","","null","null","37.6","24.7","92.8","9.9","5"
"","","","","","","","2023-03-12","42","32.8","37.7","40.9","27.4","33.4","0.023","100","12.5","","rain","","null","null","null","8.8","75.8","9.8","2"
"","","","","","","","2023-03-13","49.8","38.7","43.2","45.5","34.8","40.4","0.042","100","16.67","","rain","","null","null","26.4","17.8","96.2","8.1","3"
"","","","","","","","2023-03-14","43","33.8","38.5","34.7","22.8","28.8","0","0","0","null","","","null","null","46.4","28.3","48","9.9","7"
"","","","","","","","2023-03-15","51.8","32.9","41.2","51.8","20.8","33.3","0","0","0","null","","","null","null","44.2","26.2","21.7","9.9","8"
"","","","","","","","2023-03-16","64.1","34.7","48.9","64.1","29.7","47","0","0","0","null","","","null","null","17.2","15.6","54.8","9.9","8"
"","","","","","","","2023-03-17","61.9","48.9","55.3","61.9","45.3","55","0.011","100","4.17","","rain","","null","null","29.1","19.3","91.6","9.7","2"
"","","","","","","","2023-03-18","56","41.9","47.9","56","34.9","43.3","0.014","100","8.33","","rain","","null","null","33.7","23.7","77","9.9","8"
"","","","","","","","2023-03-19","43.9","28.9","37.1","36.3","17.1","28.7","0","0","0","null","","","null","null","33.7","19.8","35.7","9.9","8"
"","","","","","","","2023-03-20","51.9","29.1","40.4","51.9","24.3","36.8","0","0","0","null","","","null","null","17.2","11.4","19.9","9.9","8"
"","","","","","","","2023-03-21","62.9","33.4","47.5","62.9","29.3","45.5","0","0","0","null","","","null","null","null","9.9","50.9","9.9","7"
"","","","","","","","2023-03-22","66.7","47.7","55.7","66.7","43.4","54.1","0","0","0","null","","","null","null","28.4","17.9","84.1","9.9","7"
"","","","","","","","2023-03-23","82.8","51","64.1","81.8","51","64","0","0","0","null","","","null","null","29.8","16.1","81.4","9.9","6"
"","","","","","","","2023-03-24","68.9","43","55.2","68.9","39.4","53.7","0.72","100","45.83","","rain","","null","null","null","16.2","98","8.9","1"
"","","","","","","","2023-03-25","53","44","47.5","53","37.5","45.6","0.155","100","29.17","","rain","","null","null","null","13.2","100","6.9","1"
"","","","","","","","2023-03-26","69.8","47.8","57.7","69.8","44.9","57.5","0","0","0","null","","","null","null","27.1","14.7","28.7","7.9","8"
"","","","","","","","2023-03-27","60.8","46.7","54.3","60.8","43.3","53.7","0.02","100","8.33","","rain","","null","null","null","11","70.9","9.5","3"
"","","","","","","","2023-03-28","59.9","46.3","52.6","59.9","42.6","51.2","0","0","0","null","","","null","null","25.2","16","63.8","9.9","7"
"","","","","","","","2023-03-29","59.8","43.3","52","59.8","38.9","50.8","0","0","0","null","","","null","null","null","13.2","56.4","9.9","7"
"","","","","","","","2023-03-30","53.8","37","46.5","53.8","28.2","42.8","0","0","0","null","","","null","null","37.9","22.2","13.5","9.9","8"
"","","","","","","","2023-03-31","65.8","41.5","53.8","65.8","36.7","51.5","0","0","0","null","","","null","null","43.2","27.1","70.3","9.9","4"
"","","","","","","","2023-04-01","75.8","49.9","64.5","75.8","42","64.2","0.255","100","54.17","","rain","","null","null","56.1","36.1","86","9.7","7"
"","","","","","","","2023-04-02","56.8","46.9","51.1","56.8","38.3","47.7","0","0","0","null","","","null","null","46.4","28.1","40.3","9.9","8"
"","","","","","","","2023-04-03","70.9","41.2","55.9","70.9","39.5","55.4","0","0","0","null","","","null","null","31.1","22.3","58.5","9.9","8"
"","","","","","","","2023-04-04","79.1","55.7","66.8","79.1","55.7","66.8","0","0","0","null","","","null","null","24.2","12.8","24.5","9.9","8"
"","","","","","","","2023-04-05","85.8","60.7","72.5","85.3","60.7","72.6","0","0","0","null","","","null","null","29.6","20.3","78.4","9.9","8"
"","","","","","","","2023-04-06","84.9","62.8","74","85.3","62.8","74.1","0.032","100","8.33","","rain","","null","null","43.7","27.9","85.5","9.7","6"
"","","","","","","","2023-04-07","61.9","50.9","54.9","61.9","50.9","54.9","0.011","100","4.17","","rain","","null","null","28.6","18.7","92.1","9.9","1"
"","","","","","","","2023-04-08","52.8","45.7","49","52.8","39.3","46.2","0","0","0","null","","","null","null","25.3","18.7","88.7","9.9","7"
"","","","","","","","2023-04-09","61.6","40","51","61.6","36.1","49.9","0","0","0","null","","","null","null","null","9.9","33.9","9.9","9"
"","","","","","","","2023-04-10","64.1","41.9","53.3","64.1","40","52.4","0","0","0","null","","","null","null","null","10.7","2","9.9","9"
"","","","","","","","2023-04-11","77.8","44.5","60.3","77.8","40.4","59.4","0","0","0","null","","","null","null","20.8","11.9","36.5","9.9","9"
"","","","","","","","2023-04-12","84.6","55.5","69.6","81.9","55.5","68.9","0","0","0","null","","","null","null","27.7","16.7","47.3","9.9","8"
"","","","","","","","2023-04-13","87.8","55.4","71.4","84.3","55.4","70.5","0","0","0","null","","","null","null","19.7","11.1","6.4","9.9","9"
"","","","","","","","2023-04-14","80.7","59.5","68.5","80.4","59.5","68.5","0","0","0","null","","","null","null","16.1","14.5","85.7","9.8","6"
"","","","","","","","2023-04-15","78","64.7","68.5","78","64.7","68.5","0.356","100","20.83","","rain","","null","null","null","13.5","87.7","9.6","7"
"","","","","","","","2023-04-16","80","59.7","70.4","80.5","59.7","70.4","0","0","0","null","","","null","null","null","13.8","77.5","9.8","6"
"","","","","","","","2023-04-17","70.9","56.1","62.4","70.9","56.1","62.4","0.011","100","8.33","","rain","","null","null","33","21.5","81.1","9.9","8"
"","","","","","","","2023-04-18","74","48","60.8","74","45.3","60.6","0","0","0","null","","","null","null","31.2","16.7","21.7","9.9","9"
"","","","","","","","2023-04-19","74.7","45","60","74.7","42.9","59.7","0","0","0","null","","","null","null","18.3","11.3","27.8","9.9","9"
"","","","","","","","2023-04-20","85.6","54.3","68.7","82.8","54.3","68.4","0","0","0","null","","","null","null","null","10","52.5","9.8","9"
"","","","","","","","2023-04-21","87.9","57.4","71.5","84.8","57.4","71.1","0","0","0","null","","","null","null","23","13.8","34.4","9.5","8"
"","","","","","","","2023-04-22","73","58.7","66","73","58.7","66","0.408","100","25","","rain","","null","null","41.7","21.3","77.4","9.5","3"
"","","","","","","","2023-04-23","64","49.8","57.6","64","44.1","57.3","0","0","0","null","","","null","null","27.6","17.6","59.1","9.9","7"
"","","","","","","","2023-04-24","60.8","46.5","52.9","60.8","41.9","51.4","0","0","0","null","","","null","null","26.4","16.1","59.9","9.9","8"
"","","","","","","","2023-04-25","60.9","43.6","53.1","60.9","38.2","51.8","0","0","0","null","","","null","null","20.8","10.7","73.9","9.9","9"
"","","","","","","","2023-04-26","66.7","46.9","56.3","66.7","46.9","56.2","0.011","100","4.17","","rain","","null","null","23","13.4","69","9.8","9"
"","","","","","","","2023-04-27","71.6","51.7","60.7","71.6","51.7","60.7","0","0","0","null","","","null","null","null","15.5","82.8","9.9","8"
"","","","","","","","2023-04-28","58.8","53.9","56.2","58.8","53.9","56.2","1.19","100","79.17","","rain","","null","null","34.2","22.1","98.6","5.6","1"
"","","","","","","","2023-04-29","66.7","54.9","59.6","66.7","54.9","59.6","0.144","100","25","","rain","","null","null","null","10.8","94.2","7.9","7"
"","","","","","","","2023-04-30","64.8","58.8","61.4","64.8","58.8","61.4","0.38","100","37.5","","rain","","null","null","34.8","19.8","98.6","8.1","2"
"","","","","","","","2023-05-01","60.7","49.9","56.6","60.7","46.7","56.5","0","0","0","null","","","null","null","33.3","23.3","77.9","9.9","3"
"","","","","","","","2023-05-02","58.8","49.9","53.4","58.8","46.8","53.2","0","0","0","null","","","null","null","32.2","17","92.3","9.8","4"
"","","","","","","","2023-05-03","56.5","48.3","51.8","56.5","45","51","0.011","100","4.17","","rain","","null","null","36.1","17.7","93","9.9","4"
"","","","","","","","2023-05-04","62.7","46.9","54.9","62.7","43.2","53.3","0","0","0","null","","","null","null","20.8","13.4","74.6","9.9","5"
"","","","","","","","2023-05-05","69.6","46.6","59","69.6","44.6","58.7","0","0","0","null","","","null","null","18.3","12.1","46.6","9.9","8"
"","","","","","","","2023-05-06","74.4","50.4","62.1","74.4","50.4","62.1","0","0","0","null","","","null","null","18.3","8.7","51.6","9.9","9"
"","","","","","","","2023-05-07","73.1","54.5","63.2","73.1","54.5","63.2","0.02","100","8.33","","rain","","null","null","null","9.8","71.3","9.9","6"
"","","","","","","","2023-05-08","83","60","70.7","82.6","60","70.7","0.002","100","4.17","","rain","","null","null","20.8","12.5","74.6","8.5","8"
"","","","","","","","2023-05-09","69.6","57.1","63.8","69.6","57.1","63.8","0.103","100","16.67","","rain","","null","null","null","10","77.5","9.8","4"
"","","","","","","","2023-05-10","71.7","50.7","61.4","71.7","50.7","61.4","0","0","0","null","","","null","null","null","7.8","74.9","9.9","8"
"","","","","","","","2023-05-11","77","53.2","65.4","77","53.2","65.4","0","0","0","null","","","null","null","null","12.6","69.2","9.9","8"
"","","","","","","","2023-05-12","83","59.6","71.3","83.8","59.6","71.5","0","0","0","null","","","null","null","null","12.2","78.5","9.9","8"
"","","","","","","","2023-05-13","75.7","64","68.7","75.7","64","68.7","0.089","100","20.83","","rain","","null","null","null","14.3","91","9.3","2"
"","","","","","","","2023-05-14","78.8","56.5","68.3","78.8","56.5","68.3","0","0","0","null","","","null","null","16.1","12","42.7","9.9","9"
"","","","","","","","2023-05-15","73.9","55.5","64.7","73.9","55.5","64.7","0","0","0","null","","","null","null","23","13.6","68.1","9.9","9"
"","","","","","","","2023-05-16","78","57.6","67.9","78","57.6","67.9","0","0","0","null","","","null","null","31.1","15.3","83.7","9.9","9"
"","","","","","","","2023-05-17","73.9","60.5","68.3","73.9","60.5","68.3","0","0","0","null","","","null","null","27.3","19.2","59.3","9.9","8"
"","","","","","","","2023-05-18","70.6","49.5","60.3","70.6","45.6","59.9","0","0","0","null","","","null","null","null","13.3","38.3","9.9","9"
"","","","","","","","2023-05-19","73.8","55.5","64.6","73.8","55.5","64.6","0","0","0","null","","","null","null","21.9","15.6","71.8","9.9","8"
"","","","","","","","2023-05-20","79.1","57.7","66.9","79.1","57.7","66.9","0.151","100","12.5","","rain","","null","null","29.8","16.5","83.5","9.5","8"
"","","","","","","","2023-05-21","78.8","57.5","68.4","78.8","57.5","68.4","0.022","100","12.5","","rain","","null","null","25","15.7","29.9","9.9","8"
"","","","","","","","2023-05-22","81.7","58.4","70.3","80.2","58.4","70.2","0","0","0","null","","","null","null","null","10.9","55.7","9.9","8"
"","","","","","","","2023-05-23","74.6","60.3","67","74.6","60.3","67","0","0","0","null","","","null","null","18.3","12.6","84.9","9.7","6"
"","","","","","","","2023-05-24","80.6","55.4","67.8","80.1","55.4","67.8","0","0","0","null","","","null","null","null","10.7","65","9.9","8"
"","","","","","","","2023-05-25","72.8","57.7","65.4","72.8","57.7","65.4","0","0","0","null","","","null","null","30.8","19.8","53.3","9.9","9"
"","","","","","","","2023-05-26","74.7","54.2","65","74.7","54.2","65","0","0","0","null","","","null","null","18.3","13.1","45.9","9.9","9"
"","","","","","","","2023-05-27","76.8","55","66.3","76.8","55","66.3","0","0","0","null","","","null","null","21.7","14.4","64.7","9.9","9"
"","","","","","","","2023-05-28","73.7","59.5","66.2","73.7","59.5","66.2","0.011","100","4.17","","rain","","null","null","null","11.2","95.2","9.7","5"
"","","","","","","","2023-05-29","76.5","62.8","67.6","76.5","62.8","67.6","0.733","100","58.33","","rain","","null","null","25.3","17.2","97.2","8.9","3"
"","","","","","","","2023-05-30","74.7","59.8","65.8","74.7","59.8","65.8","0.12","100","16.67","","rain","","null","null","20.8","14.4","85.4","9.7","9"
"","","","","","","","2023-05-31","77.7","55.2","66.2","77.7","55.2","66.2","0","0","0","null","","","null","null","null","8.8","22.5","9.4","9"
"","","","","","","","2023-06-01","83.6","58.5","72","83.6","58.5","71.9","0","0","0","null","","","null","null","null","11","19.7","8.8","9"
"","","","","","","","2023-06-02","92.5","63.3","77.6","90.6","63.3","77.3","0","0","0","null","","","null","null","null","9.6","18.8","8.3","9"
"","","","","","","","2023-06-03","83.7","62.7","75.3","84.5","62.7","75.6","0","0","0","null","","","null","null","21.9","17.3","72.6","9.9","8"
"","","","","","","","2023-06-04","75.5","60.8","66.6","75.5","60.8","66.6","0","0","0","null","","","null","null","25.3","13.1","77.6","9.9","9"
"","","","","","","","2023-06-05","79.7","58.8","69.4","79.7","58.8","69.4","0","0","0","null","","","null","null","19.7","13","67.6","9.9","9"
"","","","","","","","2023-06-06","82.8","60.3","72.6","80.9","60.3","72.2","0","0","0","null","","","null","null","25.9","15.9","83.3","8.2","7"
"","","","","","","","2023-06-07","79.6","62.1","72","79.6","62.1","72","0","0","0","null","","","null","null","20.8","15.5","62.4","4.6","7"
"","","","","","","","2023-06-08","77.7","60.5","68.7","77.7","60.5","68.7","0","0","0","null","","","null","null","18.3","13.6","74.5","3","7"
"","","","","","","","2023-06-09","75.5","59.2","68.3","75.5","59.2","68.3","0","0","0","null","","","null","null","32.2","14.9","69.5","9.8","6"
"","","","","","","","2023-06-10","86.8","58.4","73.1","83.9","58.4","72.4","0","0","0","null","","","null","null","21.9","14.2","41.9","9.9","9"
"","","","","","","","2023-06-11","89.6","65.1","77.1","87.6","65.1","76.8","0","0","0","null","","","null","null","25.3","15","67.8","9.6","8"
"","","","","","","","2023-06-12","78.9","68","74.7","78.9","68","74.7","0.214","100","12.5","","rain","","null","null","29.4","15.6","88.8","9.6","2"
"","","","","","","","2023-06-13","80.8","60.5","71.5","79.8","60.5","71.4","0","0","0","null","","","null","null","19.7","12.4","55.5","9.9","8"
"","","","","","","","2023-06-14","82.7","64.6","72","81.2","64.6","71.8","0","0","0","null","","","null","null","35.8","23.4","64.1","9.7","8"
"","","","","","","","2023-06-15","83.7","63.2","73.4","81.4","63.2","73","0","0","0","null","","","null","null","23","13.4","45.6","9.9","9"
"","","","","","","","2023-06-16","80.8","64.8","72.8","81.5","64.8","72.8","0.001","100","4.17","","rain","","null","null","31.3","23.2","86.2","9.3","7"
"","","","","","","","2023-06-17","83.6","63.9","74","81.7","63.9","73.6","0","0","0","null","","","null","null","30.1","20.1","47.7","8.2","8"
"","","","","","","","2023-06-18","86.9","63.7","76.2","83.7","63.7","75.3","0","0","0","null","","","null","null","16.1","11","28.2","8.2","9"
"","","","","","","","2023-06-19","88.7","65.9","77.4","90.1","65.9","77.9","0","0","0","null","","","null","null","23","14.5","70.5","7.4","8"
"","","","","","","","2023-06-20","80.8","71.7","75.6","82.4","71.7","75.7","0","0","0","null","","","null","null","28.9","18.6","83.6","8.2","4"
"","","","","","","","2023-06-21","71.6","60.9","66","71.6","60.9","66","0.418","100","70.83","","rain","","null","null","38.8","24.2","97.9","8","2"
"","","","","","","","2023-06-22","67.7","61","64.6","67.7","61","64.6","0.05","100","25","","rain","","null","null","24.2","14.6","100","6.5","2"
"","","","","","","","2023-06-23","79","65.7","71.4","79","65.7","71.4","0.243","100","75","","rain","","null","null","null","9.3","94.7","7.1","3"
"","","","","","","","2023-06-24","87.9","71.7","77.5","89.8","71.7","78.3","0.012","100","8.33","","rain","","null","null","null","10.2","87.9","9.7","8"
"","","","","","","","2023-06-25","91.1","70.8","80.6","92.1","70.8","81.6","0","0","0","null","","","null","null","null","13.1","52.2","9.9","9"
"","","","","","","","2023-06-26","87.9","75.4","80.8","94.4","75.4","83.1","0","0","0","null","","","null","null","23","14.4","81.8","9.7","6"
"","","","","","","","2023-06-27","84","68.9","74.2","86.4","68.9","74.5","0.755","100","37.5","","rain","","null","null","33.6","16.4","85.4","9.7","7"
"","","","","","","","2023-06-28","81.9","67.6","74.7","82.3","67.6","74.8","0","0","0","null","","","null","null","26.8","15.7","67.4","6.6","6"
"","","","","","","","2023-06-29","86.8","65.1","75.7","84.6","65.1","75.5","0","0","0","null","","","null","null","null","9.8","22.4","3.7","8"
"","","","","","","","2023-06-30","86.8","70.3","76.2","91.6","70.3","77.1","0.426","100","20.83","","rain","","null","null","31.1","14.9","65.3","5.3","6"
"","","","","","","","2023-07-01","86.8","71.5","77.2","95.4","71.5","79.2","0.248","100","12.5","","rain","","null","null","31.1","12.5","79.2","6.4","4"
"","","","","","","","2023-07-02","89.6","73.7","80.5","99.9","73.7","85","0.018","100","4.17","","rain","","null","null","18.3","12.5","85","9.3","5"
"","","","","","","","2023-07-03","90","77.6","82.3","95","77.6","85.4","0.011","100","8.33","","rain","","null","null","21.9","15.5","82.3","9.9","9"
"","","","","","","","2023-07-04","90.9","72.8","81.8","95.5","72.8","84.3","0.796","100","12.5","","rain","","null","null","33.7","13.4","64.8","9.6","10"
"","","","","","","","2023-07-05","91.7","75.3","82.8","99.1","75.3","86.5","0","0","0","null","","","null","null","25.3","15.2","74.3","9.3","9"
"","","","","","","","2023-07-06","89.5","75.4","81.6","95.8","75.4","85","0.149","100","8.33","","rain","","null","null","27.4","13.6","56.5","9.5","10"
"","","","","","","","2023-07-07","87","75.2","80.5","95.2","75.2","83.8","0.7","100","12.5","","rain","","null","null","null","10.7","56.4","9.3","9"
"","","","","","","","2023-07-08","90.7","75.6","80.9","97.9","75.6","83.1","0.432","100","8.33","","rain","","null","null","33.3","19.4","74","9.5","8"
"","","","","","","","2023-07-09","84.8","73.5","77.5","90.1","73.5","78.9","0.126","100","8.33","","rain","","null","null","25","14.1","81.7","9.7","5"
